2026-08-12T00:34:13.680815+0000 | MainThread INFO | __main__:setup_logger:65 | Logger set up with level INFO, log will be saved to logs/20260812003413_._PromeFuzz.py_-F_database_sqlite3_latest_lib.toml_generate_--pool-size_1.log
2026-08-12T00:35:43.848287+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 3
2026-08-12T00:35:45.179980+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 2 succeeded
2026-08-12T00:35:45.234408+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.234857+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.235224+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.235517+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.235793+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.236056+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.236309+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.236587+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.236862+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.237118+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.237367+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.237616+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.237863+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.238111+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.238364+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.238613+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.238862+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.239101+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_nul_terminated_copy at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:26:14
2026-08-12T00:35:45.239346+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.239606+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.239864+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.240105+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.240345+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_from_data at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:19:12
2026-08-12T00:35:45.240787+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 2 tests the following functions: 
sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_errmsg at sqlite3.c:154780:24 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_errmsg at sqlite3.c:154780:24 in sqlite3.h
2026-08-12T00:35:45.261892+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 2 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-12T00:35:45.262224+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-12T00:35:45.282819+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 3, remaining rounds: 1
2026-08-12T00:36:02.259477+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 3
2026-08-12T00:36:02.280484+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 3, remaining rounds: 4
2026-08-12T00:36:03.607993+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 3 succeeded
2026-08-12T00:36:03.661012+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 3 tests the following functions: 
sqlite3_step at sqlite3.c:72655:16 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_value_int at sqlite3.c:72100:16 in sqlite3.h, sqlite3_value_bytes at sqlite3.c:72091:16 in sqlite3.h, sqlite3_result_value at sqlite3.c:72428:17 in sqlite3.h, sqlite3_value_blob at sqlite3.c:72078:24 in sqlite3.h, sqlite3_value_bytes at sqlite3.c:72091:16 in sqlite3.h, sqlite3_malloc at sqlite3.c:15738:18 in sqlite3.h, sqlite3_result_error at sqlite3.c:72332:17 in sqlite3.h, sqlite3_result_blob at sqlite3.c:72304:17 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_create_function at sqlite3.c:154229:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_bind_null at sqlite3.c:73360:16 in sqlite3.h, sqlite3_bind_blob at sqlite3.c:73315:16 in sqlite3.h, sqlite3_bind_text at sqlite3.c:73387:16 in sqlite3.h, sqlite3_bind_int at sqlite3.c:73347:16 in sqlite3.h, sqlite3_bind_int64 at sqlite3.c:73350:16 in sqlite3.h, sqlite3_bind_null at sqlite3.c:73360:16 in sqlite3.h
2026-08-12T00:36:03.682698+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 3 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-12T00:36:03.683057+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-12T00:36:03.703732+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 4, remaining rounds: 1
2026-08-12T00:36:22.253341+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 4
2026-08-12T00:36:22.274429+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 4
2026-08-12T00:36:22.847274+0000 | MainThread INFO | src.generator.sanitizer:sanitize:184 | ASan error detected in fuzz driver 4, which may be a constraint violation, learning...
2026-08-12T00:36:22.855290+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-12T00:36:22.856515+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-12T00:36:22.856869+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3RunParser in the backtrace not found in the library meta data
2026-08-12T00:36:22.857216+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3GetToken in the backtrace not found in the library meta data
2026-08-12T00:36:22.906620+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-12T00:36:22.907774+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-12T00:36:22.908114+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3RunParser in the backtrace not found in the library meta data
2026-08-12T00:36:22.908455+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3GetToken in the backtrace not found in the library meta data
2026-08-12T00:37:08.885734+0000 | MainThread INFO | src.generator.learner:_add_constraint_to_comprehension:351 | Learned constraint for function sqlite3_prepare_v2: Do not call sqlite3_prepare_v2 with nBytes = -1 unless zSql points to a valid NUL-terminated SQL string. If the input is arbitrary bytes, either copy it into a new buffer of size Size+1 and append '\0', or pass the explicit byte length as nBytes and still ensure the SQL buffer lifetime remains valid for the call.
2026-08-12T00:37:08.886209+0000 | MainThread INFO | src.generator.learner:_add_constraint_to_comprehension:351 | Learned constraint for function sqlite3_exec: sqlite3_exec expects its SQL argument to be a NUL-terminated C string because it internally prepares statements with sqlite3_prepare_v2(..., -1, ...). Do not pass raw fuzz data directly as zSql. First create a NUL-terminated buffer (e.g., malloc(Size+1), memcpy, buf[Size]='\0') before calling sqlite3_exec.
2026-08-12T00:37:08.910523+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 3
2026-08-12T00:37:09.515613+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-12T00:37:27.068613+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 2
2026-08-12T00:37:27.685623+0000 | MainThread INFO | src.generator.sanitizer:sanitize:184 | ASan error detected in fuzz driver 4, which may be a constraint violation, learning...
2026-08-12T00:37:27.691448+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3VMPrintf in the backtrace not found in the library meta data
2026-08-12T00:37:27.692665+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3ErrorWithMsg in the backtrace not found in the library meta data
2026-08-12T00:37:27.693026+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-12T00:37:27.694162+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-12T00:37:27.741425+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3VMPrintf in the backtrace not found in the library meta data
2026-08-12T00:37:27.742539+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3ErrorWithMsg in the backtrace not found in the library meta data
2026-08-12T00:37:27.742891+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-12T00:37:27.744008+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-12T00:37:53.173832+0000 | MainThread WARNING | src.llm.prompter:prompt:683 | No constraint learned for crash, response: 
null
2026-08-12T00:37:53.174220+0000 | MainThread WARNING | src.generator.learner:learn_constraint:297 | No constraint learned from crash stack-use-after-return@_promefuzz_database_sqlite3_latest_code_sqlite3.c:17060:38
2026-08-12T00:37:53.195505+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 1
2026-08-12T00:37:53.856285+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-12T00:38:11.630144+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 0
2026-08-12T00:38:12.332434+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-12T00:38:30.633120+0000 | MainThread WARNING | src.generator.worker:san_failure:221 | Fuzz driver 4 has reached the maximum sanitization rounds, regenerating...
2026-08-12T00:38:30.633622+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 4, remaining rounds: 0
2026-08-12T00:38:48.489394+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 5
2026-08-12T00:38:48.510725+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 4
2026-08-12T00:38:49.193328+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-12T00:39:07.117980+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 3
2026-08-12T00:39:07.712328+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-12T00:39:24.931578+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 2
2026-08-12T00:39:25.558936+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-12T00:39:43.176552+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 1
2026-08-12T00:39:43.810492+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-12T00:40:00.201521+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 0
2026-08-12T00:40:00.866519+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-12T00:40:17.995900+0000 | MainThread WARNING | src.generator.worker:san_failure:227 | Function set 4 has reached the maximum generation rounds, discarded.
2026-08-12T00:40:17.996277+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-12T00:40:18.017505+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 5, remaining rounds: 1
2026-08-12T00:40:35.998132+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 6
2026-08-12T00:40:36.019725+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 6, remaining rounds: 4
2026-08-12T00:40:37.350081+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 6 succeeded
2026-08-12T00:40:37.405814+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: read_u32 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_6.c:13:12
2026-08-12T00:40:37.406239+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: read_u32 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_6.c:13:12
2026-08-12T00:40:37.406732+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 6 tests the following functions: 
sqlite3_sql at sqlite3.c:73648:24 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_snprintf at sqlite3.c:17503:18 in sqlite3.h, sqlite3_snprintf at sqlite3.c:17503:18 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_step at sqlite3.c:72655:16 in sqlite3.h, sqlite3_column_text at sqlite3.c:73051:33 in sqlite3.h, sqlite3_snprintf at sqlite3.c:17503:18 in sqlite3.h, sqlite3_snprintf at sqlite3.c:17503:18 in sqlite3.h, sqlite3_bind_text at sqlite3.c:73387:16 in sqlite3.h, sqlite3_step at sqlite3.c:72655:16 in sqlite3.h, sqlite3_reset at sqlite3.c:72032:16 in sqlite3.h
2026-08-12T00:40:37.428705+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 6 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-12T00:40:37.429056+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-12T00:40:37.450294+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 6, remaining rounds: 1
2026-08-12T00:41:05.220152+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 7
2026-08-12T00:41:05.241935+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 7, remaining rounds: 4
2026-08-12T00:41:06.579985+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 7 succeeded
2026-08-12T00:41:06.634330+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:18:12
2026-08-12T00:41:06.634773+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_i64 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:33:22
2026-08-12T00:41:06.635189+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:18:12
2026-08-12T00:41:06.635514+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:18:12
2026-08-12T00:41:06.635807+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:18:12
2026-08-12T00:41:06.636085+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:18:12
2026-08-12T00:41:06.636388+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:18:12
2026-08-12T00:41:06.636665+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: pick_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_7.c:18:12
