2026-08-14T21:41:21.307120+0000 | MainThread INFO | __main__:setup_logger:65 | Logger set up with level INFO, log will be saved to logs/20260814214121_._PromeFuzz.py_-F_database_rapidcsv_latest_lib.toml_generate_--pool-size_1.log
2026-08-14T21:42:22.951834+0000 | MainThread INFO | src.generator.sanitizer:sanitize:164 | msg="/promefuzz/database/rapidcsv/latest/out/tmp/fuzz_driver_2/fuzz_driver_2_sanitizing_1786743742.cpp:89:21: error: no matching member function for call to 'GetCell'\n   89 |     try { (void)doc.GetCell<int>(idx1, idx2, ToInt); } catch (...) {}\n      |                 ~~~~^~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1191:7: note: candidate function template not viable: no known conversion from 'int (const std::string &)' (aka 'int (const basic_string<char> &)') to 'ConvFunc<int>' (aka 'function<void (const basic_string<char> &, int &)>') for 3rd argument\n 1191 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^                                                      ~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1313:7: note: candidate function template not viable: no known conversion from 'size_t' (aka 'unsigned long') to 'const std::string' (aka 'const basic_string<char>') for 2nd argument\n 1313 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^                                ~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1276:7: note: candidate function template not viable: no known conversion from 'size_t' (aka 'unsigned long') to 'const std::string' (aka 'const basic_string<char>') for 1st argument\n 1276 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1233:7: note: candidate function template not viable: no known conversion from 'size_t' (aka 'unsigned long') to 'const std::string' (aka 'const basic_string<char>') for 1st argument\n 1233 |     T GetCell(const std::string& pColumnName, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1172:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1172 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1208:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1208 |     T GetCell(const std::string& pColumnName, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1257:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1257 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1294:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1294 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/out/tmp/fuzz_driver_2/fuzz_driver_2_sanitizing_1786743742.cpp:90:21: error: no matching member function for call to 'GetCell'\n   90 |     try { (void)doc.GetCell<std::string>(name1, name2, ToString); } catch (...) {}\n      |                 ~~~~^~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1233:7: note: candidate function template not viable: no known conversion from 'std::string (const std::string &)' (aka 'basic_string<char> (const basic_string<char> &)') to 'ConvFunc<std::string>' (aka 'function<void (const basic_string<char> &, std::basic_string<char> &)>') for 3rd argument\n 1233 |     T GetCell(const std::string& pColumnName, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^                                                                    ~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1276:7: note: candidate function template not viable: no known conversion from 'std::string' (aka 'basic_string<char>') to 'const size_t' (aka 'const unsigned long') for 2nd argument\n 1276 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^                                       ~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1313:7: note: candidate function template not viable: no known conversion from 'std::string' (aka 'basic_string<char>') to 'const size_t' (aka 'const unsigned long') for 1st argument\n 1313 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1191:7: note: candidate function template not viable: no known conversion from 'std::string' (aka 'basic_string<char>') to 'const size_t' (aka 'const unsigned long') for 1st argument\n 1191 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1172:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1172 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1208:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1208 |     T GetCell(const std::string& pColumnName, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1257:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1257 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1294:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1294 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/out/tmp/fuzz_driver_2/fuzz_driver_2_sanitizing_1786743742.cpp:91:21: error: no matching member function for call to 'GetCell'\n   91 |     try { (void)doc.GetCell<double>(idx3, name1, ToDouble); } catch (...) {}\n      |                 ~~~~^~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1313:7: note: candidate function template not viable: no known conversion from 'double (const std::string &)' (aka 'double (const basic_string<char> &)') to 'ConvFunc<double>' (aka 'function<void (const basic_string<char> &, double &)>') for 3rd argument\n 1313 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^                                                             ~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1191:7: note: candidate function template not viable: no known conversion from 'std::string' (aka 'basic_string<char>') to 'const size_t' (aka 'const unsigned long') for 2nd argument\n 1191 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^                                ~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1233:7: note: candidate function template not viable: no known conversion from 'size_t' (aka 'unsigned long') to 'const std::string' (aka 'const basic_string<char>') for 1st argument\n 1233 |     T GetCell(const std::string& pColumnName, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1276:7: note: candidate function template not viable: no known conversion from 'size_t' (aka 'unsigned long') to 'const std::string' (aka 'const basic_string<char>') for 1st argument\n 1276 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1172:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1172 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1208:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1208 |     T GetCell(const std::string& pColumnName, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1257:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1257 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1294:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1294 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/out/tmp/fuzz_driver_2/fuzz_driver_2_sanitizing_1786743742.cpp:92:21: error: no matching member function for call to 'GetCell'\n   92 |     try { (void)doc.GetCell<std::string>(name2, idx4, ToString); } catch (...) {}\n      |                 ~~~~^~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1276:7: note: candidate function template not viable: no known conversion from 'std::string (const std::string &)' (aka 'basic_string<char> (const basic_string<char> &)') to 'ConvFunc<std::string>' (aka 'function<void (const basic_string<char> &, std::basic_string<char> &)>') for 3rd argument\n 1276 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^                                                             ~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1233:7: note: candidate function template not viable: no known conversion from 'size_t' (aka 'unsigned long') to 'const std::string' (aka 'const basic_string<char>') for 2nd argument\n 1233 |     T GetCell(const std::string& pColumnName, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^                                       ~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1191:7: note: candidate function template not viable: no known conversion from 'std::string' (aka 'basic_string<char>') to 'const size_t' (aka 'const unsigned long') for 1st argument\n 1191 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1313:7: note: candidate function template not viable: no known conversion from 'std::string' (aka 'basic_string<char>') to 'const size_t' (aka 'const unsigned long') for 1st argument\n 1313 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName, ConvFunc<T> pToVal) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1172:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1172 |     T GetCell(const size_t pColumnIdx, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1208:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1208 |     T GetCell(const std::string& pColumnName, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1257:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1257 |     T GetCell(const std::string& pColumnName, const size_t pRowIdx) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1294:7: note: candidate function template not viable: requires 2 arguments, but 3 were provided\n 1294 |     T GetCell(const size_t pColumnIdx, const std::string& pRowName) const\n      |       ^       ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/out/tmp/fuzz_driver_2/fuzz_driver_2_sanitizing_1786743742.cpp:94:21: error: no matching member function for call to 'GetRow'\n   94 |     try { (void)doc.GetRow<int>(idx1, ToInt); } catch (...) {}\n      |                 ~~~~^~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:968:20: note: candidate function template not viable: no known conversion from 'int (const std::string &)' (aka 'int (const basic_string<char> &)') to 'ConvFunc<int>' (aka 'function<void (const basic_string<char> &, int &)>') for 2nd argument\n  968 |     std::vector<T> GetRow(const size_t pRowIdx, ConvFunc<T> pToVal) const\n      |                    ^                            ~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:1008:20: note: candidate function template not viable: no known conversion from 'size_t' (aka 'unsigned long') to 'const std::string' (aka 'const basic_string<char>') for 1st argument\n 1008 |     std::vector<T> GetRow(const std::string& pRowName, ConvFunc<T> pToVal) const\n      |                    ^      ~~~~~~~~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:944:20: note: candidate function template not viable: requires single argument 'pRowIdx', but 2 arguments were provided\n  944 |     std::vector<T> GetRow(const size_t pRowIdx) const\n      |                    ^      ~~~~~~~~~~~~~~~~~~~~\n/promefuzz/database/rapidcsv/latest/code/src/rapidcsv.h:991:20: note: candidate function template not viable: requires single argument 'pRowName', but 2 arguments were provided\n  991 |     std::vector<T> GetRow(const std::string& pRowName) const\n      |                    ^      ~~~~~~~~~~~~~~~~~~~~~~~~~~~\nfatal error: too many errors emitted, stopping now [-ferror-limit=]\n6 errors generated.\n"
2026-08-14T21:42:40.109284+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 3
2026-08-14T21:42:42.493977+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 2 succeeded
2026-08-14T21:42:43.324091+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 2 tests the following functions: 
rapidcsv::Document::GetCell at rapidcsv.h:1313:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1276:7 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:968:20 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:1008:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:691:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:730:20 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1191:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1233:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1313:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1276:7 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:968:20 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:1008:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:691:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:730:20 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1191:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1233:7 in rapidcsv.h
2026-08-14T21:42:43.330279+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 2 has been successfully generated and sanitized, saved to /promefuzz/database/rapidcsv/latest/out/fuzz_driver
2026-08-14T21:42:43.330635+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-14T21:42:43.336315+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 3, remaining rounds: 1
2026-08-14T21:43:02.439553+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 3
2026-08-14T21:43:02.445444+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 3, remaining rounds: 4
2026-08-14T21:43:04.766508+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 3 succeeded
2026-08-14T21:43:05.568188+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:20:15
2026-08-14T21:43:05.568642+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:20:15
2026-08-14T21:43:05.569111+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:20:15
2026-08-14T21:43:05.569434+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:20:15
2026-08-14T21:43:05.569733+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:20:15
