2026-08-28T22:21:12.598871+0000 | MainThread INFO | __main__:setup_logger:65 | Logger set up with level INFO, log will be saved to logs/20260828222112_._PromeFuzz.py_-F_database_rapidcsv_latest_lib.toml_generate_--pool-size_1.log
2026-08-28T22:21:26.246060+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:32:20
2026-08-28T22:21:26.246372+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:32:20
2026-08-28T22:21:26.246645+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:32:20
2026-08-28T22:21:26.246907+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:32:20
2026-08-28T22:21:26.247160+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:32:20
2026-08-28T22:21:26.247406+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:32:20
2026-08-28T22:21:26.247641+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:20:15
2026-08-28T22:21:26.247906+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:20:15
2026-08-28T22:21:26.248149+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:20:15
2026-08-28T22:21:26.248381+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:20:15
2026-08-28T22:21:26.248596+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:20:15
2026-08-28T22:21:26.248826+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_1.cpp:32:20
2026-08-28T22:21:26.249192+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 1 tests the following functions: 
rapidcsv::Document::GetRow at rapidcsv.h:991:20 in rapidcsv.h, rapidcsv::Document::InsertRow at rapidcsv.h:1115:10 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:991:20 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1208:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1257:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1294:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1172:7 in rapidcsv.h, rapidcsv::Document::SetCell at rapidcsv.h:1331:10 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1172:7 in rapidcsv.h, rapidcsv::Document::SetCell at rapidcsv.h:1367:10 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1208:7 in rapidcsv.h
2026-08-28T22:21:26.254944+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 1 has been successfully generated and sanitized, saved to /promefuzz/database/rapidcsv/latest/out/fuzz_driver
2026-08-28T22:21:26.255272+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T22:21:26.260620+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 2, remaining rounds: 1
2026-08-28T22:21:33.847188+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 2
2026-08-28T22:21:33.853097+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 2, remaining rounds: 4
2026-08-28T22:21:36.213159+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 2 succeeded
2026-08-28T22:21:37.024564+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.025043+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.025403+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.025695+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.025966+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.026225+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.026487+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.026740+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.027007+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.027258+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.027503+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.027750+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.027991+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.028253+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.028500+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:39:15
2026-08-28T22:21:37.028740+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_2.cpp:18:20
2026-08-28T22:21:37.029068+0000 | MainThread WARNING | src.generator.worker:san_success:167 | Fuzz driver 2 does not cover the following functions in function set 2: 
rapidcsv::Document::GetRow at rapidcsv.h:1008:20 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1191:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1233:7 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:730:20 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:968:20 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1313:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1276:7 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:691:20 in rapidcsv.h
2026-08-28T22:21:37.029441+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 2 tests the following functions: 
rapidcsv::Document::GetCell at rapidcsv.h:1172:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1208:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1294:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1257:7 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:991:20 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:944:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:713:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:654:20 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1172:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1208:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1294:7 in rapidcsv.h, rapidcsv::Document::GetCell at rapidcsv.h:1257:7 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:991:20 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:944:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:713:20 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:654:20 in rapidcsv.h
2026-08-28T22:21:37.035214+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 2 has been successfully generated and sanitized, saved to /promefuzz/database/rapidcsv/latest/out/fuzz_driver
2026-08-28T22:21:37.035542+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T22:21:37.040869+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 3, remaining rounds: 1
2026-08-28T22:21:47.833046+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 3
2026-08-28T22:21:47.838794+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 3, remaining rounds: 4
2026-08-28T22:21:50.189752+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 3 succeeded
2026-08-28T22:21:50.993598+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.994094+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.994467+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeStringVector at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:28:33
2026-08-28T22:21:50.994770+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeStringVector at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:28:33
2026-08-28T22:21:50.995040+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeStringVector at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:28:33
2026-08-28T22:21:50.995295+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeStringVector at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:28:33
2026-08-28T22:21:50.995540+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.995783+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.996023+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.996269+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.996513+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.996752+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.996986+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.997214+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_3.cpp:19:20
2026-08-28T22:21:50.997551+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 3 tests the following functions: 
rapidcsv::Document::InsertColumn at rapidcsv.h:845:10 in rapidcsv.h, rapidcsv::Document::InsertColumn at rapidcsv.h:845:10 in rapidcsv.h, rapidcsv::Document::InsertColumn at rapidcsv.h:845:10 in rapidcsv.h, rapidcsv::Document::SetColumn at rapidcsv.h:746:10 in rapidcsv.h, rapidcsv::Document::SetColumnName at rapidcsv.h:1441:10 in rapidcsv.h, rapidcsv::Document::InsertColumn at rapidcsv.h:845:10 in rapidcsv.h, rapidcsv::Document::GetColumn at rapidcsv.h:713:20 in rapidcsv.h, rapidcsv::Document::SetRowName at rapidcsv.h:1515:10 in rapidcsv.h, rapidcsv::Document::SetRowName at rapidcsv.h:1515:10 in rapidcsv.h, rapidcsv::Document::SetRowName at rapidcsv.h:1515:10 in rapidcsv.h, rapidcsv::Document::SetRowName at rapidcsv.h:1515:10 in rapidcsv.h, rapidcsv::Document::Save at rapidcsv.h:597:10 in rapidcsv.h
2026-08-28T22:21:51.003317+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 3 has been successfully generated and sanitized, saved to /promefuzz/database/rapidcsv/latest/out/fuzz_driver
2026-08-28T22:21:51.003641+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T22:21:51.009017+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 4, remaining rounds: 1
2026-08-28T22:21:57.287188+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 4
2026-08-28T22:21:57.292935+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 4
2026-08-28T22:21:59.529925+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 4 succeeded
2026-08-28T22:22:00.326246+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_4.cpp:18:20
2026-08-28T22:22:00.326689+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeString at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_4.cpp:18:20
2026-08-28T22:22:00.327052+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeRow at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_4.cpp:41:33
2026-08-28T22:22:00.327333+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeRow at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_4.cpp:41:33
2026-08-28T22:22:00.327662+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 4 tests the following functions: 
rapidcsv::Document::SetRow at rapidcsv.h:1024:10 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:944:20 in rapidcsv.h, rapidcsv::Document::GetRow at rapidcsv.h:991:20 in rapidcsv.h, rapidcsv::Document::Save at rapidcsv.h:597:10 in rapidcsv.h, rapidcsv::Document::SetRow at rapidcsv.h:1062:10 in rapidcsv.h
2026-08-28T22:22:00.333389+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 4 has been successfully generated and sanitized, saved to /promefuzz/database/rapidcsv/latest/out/fuzz_driver
2026-08-28T22:22:00.333730+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T22:22:00.339150+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 5, remaining rounds: 1
2026-08-28T22:22:06.620025+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 5
2026-08-28T22:22:06.625740+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 4
2026-08-28T22:22:07.991824+0000 | MainThread INFO | src.generator.sanitizer:sanitize:177 | ASan error detected in fuzz driver 5, fixing...
2026-08-28T22:22:15.213753+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 3
2026-08-28T22:22:17.350841+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 5 succeeded
2026-08-28T22:22:18.142321+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeLabelParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:22:30
2026-08-28T22:22:18.142774+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeSeparatorParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:29:34
2026-08-28T22:22:18.143126+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeConverterParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:48:34
2026-08-28T22:22:18.143409+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeLineReaderParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:63:35
2026-08-28T22:22:18.143691+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeLabelParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:22:30
2026-08-28T22:22:18.143975+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeSeparatorParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:29:34
2026-08-28T22:22:18.144240+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeConverterParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:48:34
2026-08-28T22:22:18.144594+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeLineReaderParams at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:63:35
2026-08-28T22:22:18.144911+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeSafeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:10:12
2026-08-28T22:22:18.145184+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: MakeSafeIndex at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_5.cpp:10:12
2026-08-28T22:22:18.145513+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 5 tests the following functions: 
rapidcsv::Document::GetRowCount at rapidcsv.h:1158:12 in rapidcsv.h, rapidcsv::Document::Load at rapidcsv.h:577:10 in rapidcsv.h, rapidcsv::Document::GetRowCount at rapidcsv.h:1158:12 in rapidcsv.h, rapidcsv::Document::Load at rapidcsv.h:554:10 in rapidcsv.h, rapidcsv::Document::GetRowCount at rapidcsv.h:1158:12 in rapidcsv.h
2026-08-28T22:22:18.151530+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 5 has been successfully generated and sanitized, saved to /promefuzz/database/rapidcsv/latest/out/fuzz_driver
2026-08-28T22:22:18.151854+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T22:22:18.157470+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 6, remaining rounds: 1
2026-08-28T22:22:23.831343+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 6
2026-08-28T22:22:23.837306+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 6, remaining rounds: 4
2026-08-28T22:22:26.028206+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 6 succeeded
2026-08-28T22:22:26.825602+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadInt at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_6.cpp:31:12
2026-08-28T22:22:26.826097+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_6.cpp:19:15
2026-08-28T22:22:26.826445+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_6.cpp:19:15
2026-08-28T22:22:26.826746+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: ReadSizeT at /promefuzz/database/rapidcsv/latest/out/tmp/postprocessing/postprocessing_6.cpp:19:15
2026-08-28T22:22:26.827089+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 6 tests the following functions: 
rapidcsv::Document::RemoveColumn at rapidcsv.h:827:10 in rapidcsv.h, rapidcsv::Document::GetColumnName at rapidcsv.h:1425:17 in rapidcsv.h, rapidcsv::Document::RemoveColumn at rapidcsv.h:798:10 in rapidcsv.h, rapidcsv::Document::GetColumnName at rapidcsv.h:1425:17 in rapidcsv.h
2026-08-28T22:22:26.833105+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 6 has been successfully generated and sanitized, saved to /promefuzz/database/rapidcsv/latest/out/fuzz_driver
2026-08-28T22:22:26.833442+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-28T22:22:26.839073+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 7, remaining rounds: 1
2026-08-28T22:22:33.818476+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 7
2026-08-28T22:22:33.824474+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 7, remaining rounds: 4
2026-08-28T22:22:36.200381+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 7 succeeded
