2026-08-29T06:50:50.810785+0000 | MainThread INFO | __main__:setup_logger:65 | Logger set up with level INFO, log will be saved to logs/20260829065050_._PromeFuzz.py_-F_database_sqlite3_latest_lib.toml_generate_--pool-size_1.log
2026-08-29T06:51:29.921642+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.921911+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.922169+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.922420+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.922691+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.922967+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.923228+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.923481+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.923740+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.924004+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.924264+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:25:12
2026-08-29T06:51:29.924516+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_int at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:25:12
2026-08-29T06:51:29.924769+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.925015+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.925261+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_u8 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:13:12
2026-08-29T06:51:29.925522+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.925780+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.926026+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.926270+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.926512+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.926767+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.927033+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_u8 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:13:12
2026-08-29T06:51:29.927283+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: write_dummy_file at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:44:13
2026-08-29T06:51:29.927528+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_u8 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:13:12
2026-08-29T06:51:29.927780+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_bool at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:21:12
2026-08-29T06:51:29.928025+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: consume_u8 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:13:12
2026-08-29T06:51:29.928284+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.928534+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: make_cstring at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_2.c:36:14
2026-08-29T06:51:29.928987+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 2 tests the following functions: 
sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_db_status at sqlite3.c:9629:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_status at sqlite3.c:9586:16 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_mprintf at sqlite3.c:17463:18 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_errmsg at sqlite3.c:154780:24 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_shutdown at sqlite3.c:152624:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_config at sqlite3.c:152678:16 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_errmsg at sqlite3.c:154780:24 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h
2026-08-29T06:51:29.949830+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 2 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-29T06:51:29.950178+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-29T06:51:29.970571+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 3, remaining rounds: 1
2026-08-29T06:51:41.431556+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 3
2026-08-29T06:51:41.452746+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 3, remaining rounds: 4
2026-08-29T06:51:43.832167+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 3, fixing...
2026-08-29T06:51:53.991445+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 3, remaining rounds: 3
2026-08-29T06:51:55.324719+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 3 succeeded
2026-08-29T06:51:55.381663+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 3 tests the following functions: 
sqlite3_bind_blob at sqlite3.c:73315:16 in sqlite3.h, sqlite3_bind_text at sqlite3.c:73387:16 in sqlite3.h, sqlite3_bind_int64 at sqlite3.c:73350:16 in sqlite3.h, sqlite3_bind_double at sqlite3.c:73337:16 in sqlite3.h, sqlite3_bind_null at sqlite3.c:73360:16 in sqlite3.h, sqlite3_step at sqlite3.c:72655:16 in sqlite3.h, sqlite3_finalize at sqlite3.c:72005:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_value_int at sqlite3.c:72100:16 in sqlite3.h, sqlite3_value_bytes at sqlite3.c:72091:16 in sqlite3.h, sqlite3_result_value at sqlite3.c:72428:17 in sqlite3.h, sqlite3_value_blob at sqlite3.c:72078:24 in sqlite3.h, sqlite3_result_error at sqlite3.c:72332:17 in sqlite3.h, sqlite3_malloc at sqlite3.c:15738:18 in sqlite3.h, sqlite3_result_error at sqlite3.c:72332:17 in sqlite3.h, sqlite3_result_blob at sqlite3.c:72304:17 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_open at sqlite3.c:155676:16 in sqlite3.h, sqlite3_close at sqlite3.c:153535:16 in sqlite3.h, sqlite3_create_function at sqlite3.c:154229:16 in sqlite3.h, sqlite3_exec at sqlite3.c:113957:16 in sqlite3.h, sqlite3_free at sqlite3.c:15815:17 in sqlite3.h, sqlite3_prepare_v2 at sqlite3.c:119067:16 in sqlite3.h, sqlite3_bind_null at sqlite3.c:73360:16 in sqlite3.h
2026-08-29T06:51:55.403375+0000 | MainThread SUCCESS | src.generator.worker:san_success:205 | Fuzz driver 3 has been successfully generated and sanitized, saved to /promefuzz/database/sqlite3/latest/out/fuzz_driver
2026-08-29T06:51:55.403722+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-29T06:51:55.424642+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 4, remaining rounds: 1
2026-08-29T06:52:07.182487+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 4
2026-08-29T06:52:07.203734+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 4
2026-08-29T06:52:07.773296+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-29T06:52:18.953507+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 3
2026-08-29T06:52:19.525256+0000 | MainThread INFO | src.generator.sanitizer:sanitize:184 | ASan error detected in fuzz driver 4, which may be a constraint violation, learning...
2026-08-29T06:52:19.536238+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3InitOne in the backtrace not found in the library meta data
2026-08-29T06:52:19.536619+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3StartTable in the backtrace not found in the library meta data
2026-08-29T06:52:19.536990+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Parser in the backtrace not found in the library meta data
2026-08-29T06:52:19.537346+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Init in the backtrace not found in the library meta data
2026-08-29T06:52:19.537682+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-29T06:52:19.538006+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3ReadSchema in the backtrace not found in the library meta data
2026-08-29T06:52:19.539149+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-29T06:52:19.540262+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3RunParser in the backtrace not found in the library meta data
2026-08-29T06:52:19.540577+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function yy_reduce in the backtrace not found in the library meta data
2026-08-29T06:52:19.605303+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3InitOne in the backtrace not found in the library meta data
2026-08-29T06:52:19.605677+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3StartTable in the backtrace not found in the library meta data
2026-08-29T06:52:19.606043+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Parser in the backtrace not found in the library meta data
2026-08-29T06:52:19.606381+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Init in the backtrace not found in the library meta data
2026-08-29T06:52:19.606734+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-29T06:52:19.607064+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3ReadSchema in the backtrace not found in the library meta data
2026-08-29T06:52:19.608166+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-29T06:52:19.609258+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3RunParser in the backtrace not found in the library meta data
2026-08-29T06:52:19.609578+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function yy_reduce in the backtrace not found in the library meta data
2026-08-29T06:52:33.380195+0000 | MainThread WARNING | src.llm.prompter:prompt:683 | No constraint learned for crash, response: 
null
2026-08-29T06:52:33.380637+0000 | MainThread WARNING | src.generator.learner:learn_constraint:297 | No constraint learned from crash stack-use-after-return@_promefuzz_database_sqlite3_latest_code_sqlite3.c:113975:27
2026-08-29T06:52:33.401751+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 2
2026-08-29T06:52:33.967405+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-29T06:52:45.359485+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 1
2026-08-29T06:52:45.936347+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-29T06:52:57.979445+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 4, remaining rounds: 0
2026-08-29T06:52:58.548803+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 4, fixing...
2026-08-29T06:53:12.552449+0000 | MainThread WARNING | src.generator.worker:san_failure:221 | Fuzz driver 4 has reached the maximum sanitization rounds, regenerating...
2026-08-29T06:53:12.552943+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 4, remaining rounds: 0
2026-08-29T06:53:22.844884+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 5
2026-08-29T06:53:22.866332+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 4
2026-08-29T06:53:23.441099+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-29T06:53:32.841066+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 3
2026-08-29T06:53:33.541182+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-29T06:53:43.002696+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 2
2026-08-29T06:53:43.805642+0000 | MainThread INFO | src.generator.sanitizer:sanitize:184 | ASan error detected in fuzz driver 5, which may be a constraint violation, learning...
2026-08-29T06:53:43.811388+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3ErrorWithMsg in the backtrace not found in the library meta data
2026-08-29T06:53:43.812840+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-29T06:53:43.813202+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3VMPrintf in the backtrace not found in the library meta data
2026-08-29T06:53:43.814359+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-29T06:53:43.861853+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3ErrorWithMsg in the backtrace not found in the library meta data
2026-08-29T06:53:43.863225+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3LockAndPrepare in the backtrace not found in the library meta data
2026-08-29T06:53:43.863573+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3VMPrintf in the backtrace not found in the library meta data
2026-08-29T06:53:43.864780+0000 | MainThread WARNING | src.analyzer.report:_get_function_loc:235 | Function sqlite3Prepare in the backtrace not found in the library meta data
2026-08-29T06:53:57.459050+0000 | MainThread WARNING | src.llm.prompter:prompt:683 | No constraint learned for crash, response: 
null
2026-08-29T06:53:57.459493+0000 | MainThread WARNING | src.generator.learner:learn_constraint:297 | No constraint learned from crash stack-use-after-return@_promefuzz_database_sqlite3_latest_code_sqlite3.c:17060:38
2026-08-29T06:53:57.481227+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 1
2026-08-29T06:53:58.446030+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-29T06:54:07.668714+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 5, remaining rounds: 0
2026-08-29T06:54:08.714539+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 5, fixing...
2026-08-29T06:54:18.112856+0000 | MainThread WARNING | src.generator.worker:san_failure:227 | Function set 4 has reached the maximum generation rounds, discarded.
2026-08-29T06:54:18.113251+0000 | MainThread INFO | src.generator.scheduler:schedule_order:428 | Scheduling new order set...
2026-08-29T06:54:18.134643+0000 | MainThread INFO | src.generator.generator:generate:102 | Generating fuzz driver for function set 5, remaining rounds: 1
2026-08-29T06:54:31.784335+0000 | MainThread INFO | src.generator.generator:generate:136 | New fuzz driver generated, ID 6
2026-08-29T06:54:31.806060+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 6, remaining rounds: 4
2026-08-29T06:54:32.490281+0000 | MainThread INFO | src.generator.sanitizer:sanitize:178 | ASan error detected in fuzz driver 6, fixing...
2026-08-29T06:54:43.983501+0000 | MainThread INFO | src.generator.sanitizer:sanitize:149 | Sanitizing fuzz driver 6, remaining rounds: 3
2026-08-29T06:54:45.320106+0000 | MainThread INFO | src.generator.sanitizer:sanitize:156 | Sanitization of fuzz driver 6 succeeded
2026-08-29T06:54:45.375235+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: read_u32 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_6.c:8:12
2026-08-29T06:54:45.375689+0000 | MainThread WARNING | src.generator.driver:check_actual_targets_ast:436 | Function in fuzz driver does not exist in API collection: read_u32 at /promefuzz/database/sqlite3/latest/out/tmp/postprocessing/postprocessing_6.c:8:12
2026-08-29T06:54:45.376236+0000 | MainThread INFO | src.generator.worker:san_success:187 | Fuzz driver 6 tests the following functions: 
